time,name,position,velocity,effort
18.700000,w1_link_joint,-0.000000,-0.000000,0.293760
18.700000,w2_link_joint,-0.000000,0.000000,-2.287147
18.700000,w3_link_joint,-0.000000,0.000000,-0.000000
18.700000,w4_link_joint,0.000000,0.000000,-0.000000
18.700000,w5_link_joint,0.000000,0.000000,-3.046924
18.700000,w6_link_joint,-0.000000,0.000000,-0.000000
18.750000,brazo1_link_joint,-2.405000,-0.100000,1.383957
18.750000,brazo2_link_joint,0.000052,0.000002,0.578847
18.750000,paloquebaja_link_joint,-0.017909,0.002467,39.296099
18.750000,pinza_base_link_joint,-0.000052,-0.000002,0.000104
18.750000,pinza_d_link_joint,0.000025,0.000000,-0.039092
18.750000,pinza_i_link_joint,0.000023,-0.000000,0.043577
18.750000,w1_link_joint,-0.000000,-0.000000,0.293195
18.750000,w2_link_joint,-0.000000,0.000000,-2.287782
18.750000,w3_link_joint,-0.000000,-0.000000,-0.000000
18.750000,w4_link_joint,0.000000,-0.000000,-0.000000
18.750000,w5_link_joint,0.000000,0.000000,-3.046009
18.750000,w6_link_joint,-0.000000,-0.000000,-0.000000
18.800000,brazo1_link_joint,-2.410000,-0.100000,1.388086
18.800000,brazo2_link_joint,0.000052,0.000002,0.580575
18.800000,paloquebaja_link_joint,-0.017786,0.002467,39.296099
18.800000,pinza_base_link_joint,-0.000052,-0.000002,0.000105
18.800000,pinza_d_link_joint,0.000025,0.000000,-0.039215
18.800000,pinza_i_link_joint,0.000023,-0.000000,0.043700
18.800000,w1_link_joint,-0.000000,-0.000000,0.292634
18.800000,w2_link_joint,-0.000000,0.000000,-2.288417
18.800000,w3_link_joint,-0.000000,0.000000,-0.000000
18.800000,w4_link_joint,0.000000,0.000000,-0.000000
18.800000,w5_link_joint,0.000000,0.000000,-3.045097
18.800000,w6_link_joint,-0.000000,0.000000,-0.000000
18.850000,brazo1_link_joint,-2.415000,-0.100000,1.392181
18.850000,brazo2_link_joint,0.000052,0.000002,0.582288
18.850000,paloquebaja_link_joint,-0.017662,0.002467,39.296099
18.850000,pinza_base_link_joint,-0.000052,-0.000002,0.000107
18.850000,pinza_d_link_joint,0.000025,0.000000,-0.039337
18.850000,pinza_i_link_joint,0.000023,-0.000000,0.043823
18.850000,w1_link_joint,-0.000000,-0.000000,0.292079
18.850000,w2_link_joint,-0.000000,0.000000,-2.289054
18.850000,w3_link_joint,-0.000000,0.000000,-0.000000
18.850000,w4_link_joint,0.000000,0.000000,-0.000000
18.850000,w5_link_joint,0.000000,0.000000,-3.044187
18.850000,w6_link_joint,-0.000000,0.000000,-0.000000
18.900000,brazo1_link_joint,-2.420000,-0.100000,1.396241
18.900000,brazo2_link_joint,0.000052,0.000002,0.583987
18.900000,paloquebaja_link_joint,-0.017539,0.002467,39.296099
18.900000,pinza_base_link_joint,-0.000052,-0.000002,0.000108
18.900000,pinza_d_link_joint,0.000025,0.000000,-0.039458
18.900000,pinza_i_link_joint,0.000023,-0.000000,0.043944
18.900000,w1_link_joint,-0.000000,-0.000000,0.291528
18.900000,w2_link_joint,-0.000000,0.000000,-2.289693
18.900000,w3_link_joint,-0.000000,-0.000000,-0.000000
18.900000,w4_link_joint,0.000000,-0.000000,-0.000000
18.900000,w5_link_joint,0.000000,0.000000,-3.043278
18.900000,w6_link_joint,-0.000000,-0.000000,-0.000000
18.950000,brazo1_link_joint,-2.425000,-0.100000,1.400266
18.950000,brazo2_link_joint,0.000052,0.000002,0.585671
18.950000,paloquebaja_link_joint,-0.017416,0.002467,39.296099
18.950000,pinza_base_link_joint,-0.000052,-0.000002,0.000109
18.950000,pinza_d_link_joint,0.000025,0.000000,-0.039579
18.950000,pinza_i_link_joint,0.000023,-0.000000,0.044064
18.950000,w1_link_joint,-0.000000,-0.000000,0.290982
18.950000,w2_link_joint,-0.000000,0.000000,-2.290333
18.950000,w3_link_joint,-0.000000,-0.000000,-0.000000
18.950000,w4_link_joint,0.000000,-0.000000,-0.000000
18.950000,w5_link_joint,0.000000,0.000000,-3.042371
18.950000,w6_link_joint,-0.000000,-0.000000,-0.000000
19.000000,brazo1_link_joint,-2.430000,-0.100000,1.404256
19.000000,brazo2_link_joint,0.000052,0.000002,0.587340
19.000000,paloquebaja_link_joint,-0.017292,0.002467,39.296099
19.000000,pinza_base_link_joint,-0.000052,-0.000002,0.000110
19.000000,pinza_d_link_joint,0.000025,0.000000,-0.039698
19.000000,pinza_i_link_joint,0.000023,-0.000000,0.044183
19.000000,w1_link_joint,-0.000000,-0.000000,0.290440
19.000000,w2_link_joint,-0.000000,0.000000,-2.290974
19.000000,w3_link_joint,-0.000000,-0.000000,-0.000000
19.000000,w4_link_joint,0.000000,-0.000000,-0.000000
19.000000,w5_link_joint,0.000000,0.000000,-3.041466
19.000000,w6_link_joint,-0.000000,-0.000000,-0.000000
19.050000,brazo1_link_joint,-2.435000,-0.100000,1.408211
19.050000,brazo2_link_joint,0.000053,0.000002,0.588995
19.050000,paloquebaja_link_joint,-0.017169,0.002467,39.296099
19.050000,pinza_base_link_joint,-0.000052,-0.000002,0.000111
19.050000,pinza_d_link_joint,0.000025,0.000000,-0.039816
19.050000,pinza_i_link_joint,0.000023,-0.000000,0.044301
19.050000,w1_link_joint,-0.000000,-0.000000,0.289904
19.050000,w2_link_joint,-0.000000,0.000000,-2.291617
19.050000,w3_link_joint,-0.000000,-0.000000,-0.000000
19.050000,w4_link_joint,0.000000,-0.000000,-0.000000
19.050000,w5_link_joint,0.000000,0.000000,-3.040563
19.050000,w6_link_joint,-0.000000,-0.000000,-0.000000
19.100000,brazo1_link_joint,-2.440000,-0.100000,1.412131
19.100000,brazo2_link_joint,0.000053,0.000002,0.590635
19.100000,paloquebaja_link_joint,-0.017046,0.002467,39.296099
19.100000,pinza_base_link_joint,-0.000052,-0.000002,0.000112
19.100000,pinza_d_link_joint,0.000025,0.000000,-0.039933
19.100000,pinza_i_link_joint,0.000023,-0.000000,0.044418
19.100000,w1_link_joint,-0.000000,-0.000000,0.289372
19.100000,w2_link_joint,-0.000000,0.000000,-2.292261
19.100000,w3_link_joint,-0.000000,0.000000,-0.000000
19.100000,w4_link_joint,0.000000,-0.000000,-0.000000
19.100000,w5_link_joint,0.000000,0.000000,-3.039662
19.100000,w6_link_joint,-0.000000,-0.000000,-0.000000
19.150000,brazo1_link_joint,-2.445000,-0.100000,1.416015
19.150000,brazo2_link_joint,0.000053,0.000002,0.592260
19.150000,paloquebaja_link_joint,-0.016922,0.002467,39.296099
19.150000,pinza_base_link_joint,-0.000053,-0.000002,0.000114
19.150000,pinza_d_link_joint,0.000025,0.000000,-0.040049
19.150000,pinza_i_link_joint,0.000023,-0.000000,0.044534
19.150000,w1_link_joint,-0.000000,-0.000000,0.288846
19.150000,w2_link_joint,-0.000000,0.000000,-2.292906
19.150000,w3_link_joint,-0.000000,0.000000,-0.000000
19.150000,w4_link_joint,0.000000,-0.000000,-0.000000
19.150000,w5_link_joint,0.000000,0.000000,-3.038762
19.150000,w6_link_joint,-0.000000,0.000000,-0.000000
19.200000,brazo1_link_joint,-2.450000,-0.100000,1.419864
19.200000,brazo2_link_joint,0.000053,0.000002,0.593871
19.200000,paloquebaja_link_joint,-0.016799,0.002467,39.296099
19.200000,pinza_base_link_joint,-0.000053,-0.000002,0.000115
19.200000,pinza_d_link_joint,0.000025,0.000000,-0.040164
19.200000,pinza_i_link_joint,0.000023,-0.000000,0.044649
19.200000,w1_link_joint,-0.000000,-0.000000,0.288324
19.200000,w2_link_joint,-0.000000,0.000000,-2.293553
19.200000,w3_link_joint,-0.000000,0.000000,-0.000000
19.200000,w4_link_joint,0.000000,-0.000000,-0.000000
19.200000,w5_link_joint,0.000000,0.000000,-3.037865
19.200000,w6_link_joint,-0.000000,-0.000000,-0.000000
19.250000,brazo1_link_joint,-2.455000,-0.100000,1.423678
19.250000,brazo2_link_joint,0.000053,0.000002,0.595466
19.250000,paloquebaja_link_joint,-0.016675,0.002467,39.296099
19.250000,pinza_base_link_joint,-0.000053,-0.000002,0.000116
19.250000,pinza_d_link_joint,0.000025,0.000000,-0.040278
19.250000,pinza_i_link_joint,0.000023,-0.000000,0.044763
19.250000,w1_link_joint,-0.000000,-0.000000,0.287807
19.250000,w2_link_joint,-0.000000,0.000000,-2.294201
19.250000,w3_link_joint,-0.000000,-0.000000,-0.000000
19.250000,w4_link_joint,0.000000,-0.000000,-0.000000
19.250000,w5_link_joint,0.000000,0.000000,-3.036969
19.250000,w6_link_joint,-0.000000,-0.000000,-0.000000
19.300000,brazo1_link_joint,-2.460000,-0.100000,1.427456
19.300000,brazo2_link_joint,0.000053,0.000002,0.597047
19.300000,paloquebaja_link_joint,-0.016552,0.002467,39.296099
19.300000,pinza_base_link_joint,-0.000053,-0.000002,0.000117
19.300000,pinza_d_link_joint,0.000025,0.000000,-0.040391
19.300000,pinza_i_link_joint,0.000023,-0.000000,0.044876
19.300000,w1_link_joint,-0.000000,-0.000000,0.287295
19.300000,w2_link_joint,-0.000000,0.000000,-2.294850
19.300000,w3_link_joint,-0.000000,0.000000,-0.000000
19.300000,w4_link_joint,0.000000,0.000000,-0.000000
19.300000,w5_link_joint,0.000000,0.000000,-3.036076
19.300000,w6_link_joint,-0.000000,0.000000,-0.000000
19.350000,brazo1_link_joint,-2.465000,-0.100000,1.431198
19.350000,brazo2_link_joint,0.000053,0.000002,0.598613
19.350000,paloquebaja_link_joint,-0.016429,0.002467,39.296099
19.350000,pinza_base_link_joint,-0.000053,-0.000002,0.000118
19.350000,pinza_d_link_joint,0.000025,0.000000,-0.040502
19.350000,pinza_i_link_joint,0.000023,-0.000000,0.044988
19.350000,w1_link_joint,-0.000000,-0.000000,0.286787
19.350000,w2_link_joint,-0.000000,0.000000,-2.295501
19.350000,w3_link_joint,-0.000000,0.000000,-0.000000
19.350000,w4_link_joint,0.000000,0.000000,-0.000000
19.350000,w5_link_joint,0.000000,0.000000,-3.035184
19.350000,w6_link_joint,-0.000000,0.000000,-0.000000
19.400000,brazo1_link_joint,-2.470000,-0.100000,1.434904
19.400000,brazo2_link_joint,0.000053,0.000002,0.600164
19.400000,paloquebaja_link_joint,-0.016305,0.002467,39.296099
19.400000,pinza_base_link_joint,-0.000053,-0.000002,0.000119
19.400000,pinza_d_link_joint,0.000025,0.000000,-0.040613
19.400000,pinza_i_link_joint,0.000023,-0.000000,0.045099
19.400000,w1_link_joint,-0.000000,-0.000000,0.286285
19.400000,w2_link_joint,-0.000000,0.000000,-2.296153
19.400000,w3_link_joint,-0.000000,-0.000000,-0.000000
19.400000,w4_link_joint,0.000000,-0.000000,-0.000000
19.400000,w5_link_joint,0.000000,0.000000,-3.034294
19.400000,w6_link_joint,-0.000000,-0.000000,-0.000000
19.450000,brazo1_link_joint,-2.475000,-0.100000,1.438575
19.450000,brazo2_link_joint,0.000053,0.000002,0.601700
19.450000,paloquebaja_link_joint,-0.016182,0.002467,39.296099
19.450000,pinza_base_link_joint,-0.000053,-0.000002,0.000121
19.450000,pinza_d_link_joint,0.000025,0.000000,-0.040723
19.450000,pinza_i_link_joint,0.000023,-0.000000,0.045208
19.450000,w1_link_joint,-0.000000,-0.000000,0.285787
19.450000,w2_link_joint,-0.000000,0.000000,-2.296807
19.450000,w3_link_joint,-0.000000,-0.000000,-0.000000
19.450000,w4_link_joint,0.000000,-0.000000,-0.000000
19.450000,w5_link_joint,0.000000,0.000000,-3.033406
19.450000,w6_link_joint,-0.000000,-0.000000,-0.000000
19.500000,brazo1_link_joint,-2.480000,-0.100000,1.442210
19.500000,brazo2_link_joint,0.000053,0.000002,0.603220
19.500000,paloquebaja_link_joint,-0.016059,0.002467,39.296099
19.500000,pinza_base_link_joint,-0.000053,-0.000002,0.000122
19.500000,pinza_d_link_joint,0.000025,0.000000,-0.040831
19.500000,pinza_i_link_joint,0.000023,-0.000000,0.045317
19.500000,w1_link_joint,-0.000000,-0.000000,0.285295
19.500000,w2_link_joint,-0.000000,0.000000,-2.297462
19.500000,w3_link_joint,-0.000000,0.000000,-0.000000
19.500000,w4_link_joint,0.000000,-0.000000,-0.000000
19.500000,w5_link_joint,0.000000,0.000000,-3.032520
19.500000,w6_link_joint,-0.000000,-0.000000,-0.000000
19.550000,brazo1_link_joint,-2.485000,-0.100000,1.445808
19.550000,brazo2_link_joint,0.000054,0.000002,0.604726
19.550000,paloquebaja_link_joint,-0.015935,0.002467,39.296099
19.550000,pinza_base_link_joint,-0.000053,-0.000002,0.000123
19.550000,pinza_d_link_joint,0.000025,0.000000,-0.040939
19.550000,pinza_i_link_joint,0.000023,-0.000000,0.045424
19.550000,w1_link_joint,-0.000000,-0.000000,0.284807
19.550000,w2_link_joint,-0.000000,0.000000,-2.298118
19.550000,w3_link_joint,-0.000000,-0.000000,-0.000000
19.550000,w4_link_joint,0.000000,-0.000000,-0.000000
19.550000,w5_link_joint,0.000000,0.000000,-3.031635
19.550000,w6_link_joint,-0.000000,-0.000000,-0.000000
19.600000,brazo1_link_joint,-2.490000,-0.100000,1.449370
19.600000,brazo2_link_joint,0.000054,0.000002,0.606217
19.600000,paloquebaja_link_joint,-0.015812,0.002467,39.296099
19.600000,pinza_base_link_joint,-0.000054,-0.000002,0.000124
19.600000,pinza_d_link_joint,0.000025,0.000000,-0.041045
19.600000,pinza_i_link_joint,0.000023,-0.000000,0.045531
19.600000,w1_link_joint,-0.000000,-0.000000,0.284324
19.600000,w2_link_joint,-0.000000,0.000000,-2.298775
19.600000,w3_link_joint,-0.000000,-0.000000,-0.000000
19.600000,w4_link_joint,0.000000,0.000000,-0.000000
19.600000,w5_link_joint,0.000000,0.000000,-3.030753
19.600000,w6_link_joint,-0.000000,0.000000,-0.000000
19.650000,brazo1_link_joint,-2.495000,-0.100000,1.452897
19.650000,brazo2_link_joint,0.000054,0.000002,0.607692
19.650000,paloquebaja_link_joint,-0.015689,0.002467,39.296099
19.650000,pinza_base_link_joint,-0.000054,-0.000002,0.000125
19.650000,pinza_d_link_joint,0.000025,0.000000,-0.041150
19.650000,pinza_i_link_joint,0.000023,-0.000000,0.045636
19.650000,w1_link_joint,-0.000000,-0.000000,0.283846
19.650000,w2_link_joint,-0.000000,0.000000,-2.299434
19.650000,w3_link_joint,-0.000000,-0.000000,-0.000000
19.650000,w4_link_joint,0.000000,-0.000000,-0.000000
19.650000,w5_link_joint,0.000000,0.000000,-3.029873
19.650000,w6_link_joint,-0.000000,-0.000000,-0.000000
19.700000,brazo1_link_joint,-2.500000,-0.100000,1.456386
19.700000,brazo2_link_joint,0.000054,0.000002,0.609153
19.700000,paloquebaja_link_joint,-0.015565,0.002467,39.296099
19.700000,pinza_base_link_joint,-0.000054,-0.000002,0.000126
19.700000,pinza_d_link_joint,0.000025,0.000000,-0.041255
19.700000,pinza_i_link_joint,0.000023,-0.000000,0.045740
19.700000,w1_link_joint,-0.000000,-0.000000,0.283373
19.700000,w2_link_joint,-0.000000,0.000000,-2.300094
19.700000,w3_link_joint,-0.000000,-0.000000,-0.000000
19.700000,w4_link_joint,0.000000,-0.000000,-0.000000
19.700000,w5_link_joint,0.000000,0.000000,-3.028994
19.700000,w6_link_joint,-0.000000,-0.000000,-0.000000
19.750000,brazo1_link_joint,-2.505000,-0.100000,1.459840
19.750000,brazo2_link_joint,0.000054,0.000002,0.610598
19.750000,paloquebaja_link_joint,-0.015442,0.002467,39.296099
19.750000,pinza_base_link_joint,-0.000054,-0.000002,0.000127
19.750000,pinza_d_link_joint,0.000025,0.000000,-0.041358
19.750000,pinza_i_link_joint,0.000023,-0.000000,0.045843
19.750000,w1_link_joint,-0.000000,-0.000000,0.282904
19.750000,w2_link_joint,-0.000000,0.000000,-2.300755
19.750000,w3_link_joint,-0.000000,0.000000,-0.000000
19.750000,w4_link_joint,0.000000,0.000000,-0.000000
19.750000,w5_link_joint,0.000000,0.000000,-3.028118
19.750000,w6_link_joint,-0.000000,0.000000,-0.000000
19.800000,brazo1_link_joint,-2.510000,-0.100000,1.463257
19.800000,brazo2_link_joint,0.000054,0.000002,0.612027
19.800000,paloquebaja_link_joint,-0.015319,0.002467,39.296099
19.800000,pinza_base_link_joint,-0.000054,-0.000002,0.000129
19.800000,pinza_d_link_joint,0.000025,0.000000,-0.041460
19.800000,pinza_i_link_joint,0.000023,-0.000000,0.045945
19.800000,w1_link_joint,-0.000000,-0.000000,0.282441
19.800000,w2_link_joint,-0.000000,0.000000,-2.301418
19.800000,w3_link_joint,-0.000000,-0.000000,-0.000000
19.800000,w4_link_joint,0.000000,0.000000,-0.000000
19.800000,w5_link_joint,0.000000,0.000000,-3.027243
19.800000,w6_link_joint,-0.000000,0.000000,-0.000000
19.850000,brazo1_link_joint,-2.515000,-0.100000,1.466637
19.850000,brazo2_link_joint,0.000054,0.000002,0.613442
19.850000,paloquebaja_link_joint,-0.015195,0.002467,39.296099
19.850000,pinza_base_link_joint,-0.000054,-0.000002,0.000130
19.850000,pinza_d_link_joint,0.000025,0.000000,-0.041561
19.850000,pinza_i_link_joint,0.000023,-0.000000,0.046046
19.850000,w1_link_joint,-0.000000,-0.000000,0.281983
19.850000,w2_link_joint,-0.000000,0.000000,-2.302082
19.850000,w3_link_joint,-0.000000,-0.000000,-0.000000
19.850000,w4_link_joint,0.000000,-0.000000,-0.000000
19.850000,w5_link_joint,0.000000,0.000000,-3.026371
19.850000,w6_link_joint,-0.000000,-0.000000,-0.000000
19.900000,brazo1_link_joint,-2.520000,-0.100000,1.469981
19.900000,brazo2_link_joint,0.000054,0.000002,0.614841
19.900000,paloquebaja_link_joint,-0.015072,0.002467,39.296099
19.900000,pinza_base_link_joint,-0.000054,-0.000002,0.000131
19.900000,pinza_d_link_joint,0.000025,0.000000,-0.041661
19.900000,pinza_i_link_joint,0.000023,-0.000000,0.046146
19.900000,w1_link_joint,-0.000000,-0.000000,0.281529
19.900000,w2_link_joint,-0.000000,0.000000,-2.302747
19.900000,w3_link_joint,-0.000000,0.000000,-0.000000
19.900000,w4_link_joint,0.000000,0.000000,-0.000000
19.900000,w5_link_joint,0.000000,0.000000,-3.025500
19.900000,w6_link_joint,-0.000000,0.000000,-0.000000
19.950000,brazo1_link_joint,-2.525000,-0.100000,1.473288
19.950000,brazo2_link_joint,0.000054,0.000002,0.616225
19.950000,paloquebaja_link_joint,-0.014949,0.002467,39.296099
19.950000,pinza_base_link_joint,-0.000054,-0.000002,0.000132
19.950000,pinza_d_link_joint,0.000025,0.000000,-0.041759
19.950000,pinza_i_link_joint,0.000023,-0.000000,0.046245
19.950000,w1_link_joint,-0.000000,-0.000000,0.281081
19.950000,w2_link_joint,-0.000000,0.000000,-2.303413
19.950000,w3_link_joint,-0.000000,-0.000000,-0.000000
19.950000,w4_link_joint,0.000000,-0.000000,-0.000000
19.950000,w5_link_joint,0.000000,0.000000,-3.024631
19.950000,w6_link_joint,-0.000000,0.000000,-0.000000
20.000000,brazo1_link_joint,-2.530000,-0.100000,1.476558
20.000000,brazo2_link_joint,0.000055,0.000002,0.617593
20.000000,paloquebaja_link_joint,-0.014825,0.002467,39.296099
20.000000,pinza_base_link_joint,-0.000054,-0.000002,0.000133
20.000000,pinza_d_link_joint,0.000025,0.000000,-0.041857
20.000000,pinza_i_link_joint,0.000023,-0.000000,0.046342
20.000000,w1_link_joint,-0.000000,-0.000000,0.280637
20.000000,w2_link_joint,-0.000000,0.000000,-2.304081
20.000000,w3_link_joint,-0.000000,0.000000,-0.000000
20.000000,w4_link_joint,0.000000,0.000000,-0.000000
20.000000,w5_link_joint,0.000000,0.000000,-3.023764
20.000000,w6_link_joint,-0.000000,0.000000,-0.000000
20.050000,brazo1_link_joint,-2.535000,-0.100000,1.479791
20.050000,brazo2_link_joint,0.000055,0.000002,0.618946
20.050000,paloquebaja_link_joint,-0.014702,0.002467,39.296099
20.050000,pinza_base_link_joint,-0.000055,-0.000002,0.000134
20.050000,pinza_d_link_joint,0.000025,0.000000,-0.041954
20.050000,pinza_i_link_joint,0.000023,-0.000000,0.046439
20.050000,w1_link_joint,-0.000000,-0.000000,0.280198
20.050000,w2_link_joint,-0.000000,0.000000,-2.304750
20.050000,w3_link_joint,-0.000000,0.000000,-0.000000
20.050000,w4_link_joint,0.000000,0.000000,-0.000000
20.050000,w5_link_joint,0.000000,0.000000,-3.022899
20.050000,w6_link_joint,-0.000000,0.000000,-0.000000
20.100000,brazo1_link_joint,-2.540000,-0.100000,1.482987
20.100000,brazo2_link_joint,0.000055,0.000002,0.620283
20.100000,paloquebaja_link_joint,-0.014579,0.002467,39.296099
20.100000,pinza_base_link_joint,-0.000055,-0.000002,0.000135
20.100000,pinza_d_link_joint,0.000025,0.000000,-0.042049
20.100000,pinza_i_link_joint,0.000023,-0.000000,0.046534
20.100000,w1_link_joint,-0.000000,-0.000000,0.279764
20.100000,w2_link_joint,-0.000000,0.000000,-2.305420
20.100000,w3_link_joint,-0.000000,0.000000,-0.000000
20.100000,w4_link_joint,0.000000,0.000000,-0.000000
20.100000,w5_link_joint,0.000000,0.000000,-3.022036
20.100000,w6_link_joint,-0.000000,0.000000,-0.000000
20.150000,brazo1_link_joint,-2.545000,-0.100000,1.486146
20.150000,brazo2_link_joint,0.000055,0.000002,0.621605
20.150000,paloquebaja_link_joint,-0.014455,0.002467,39.296099
20.150000,pinza_base_link_joint,-0.000055,-0.000002,0.000136
20.150000,pinza_d_link_joint,0.000025,0.000000,-0.042143
20.150000,pinza_i_link_joint,0.000023,-0.000000,0.046629
20.150000,w1_link_joint,-0.000000,-0.000000,0.279335
20.150000,w2_link_joint,-0.000000,0.000000,-2.306091
20.150000,w3_link_joint,-0.000000,-0.000000,-0.000000
20.150000,w4_link_joint,0.000000,-0.000000,-0.000000
20.150000,w5_link_joint,0.000000,0.000000,-3.021175
20.150000,w6_link_joint,-0.000000,-0.000000,-0.000000
20.200000,brazo1_link_joint,-2.550000,-0.100000,1.489268
20.200000,brazo2_link_joint,0.000055,0.000002,0.622912
20.200000,paloquebaja_link_joint,-0.014332,0.002467,39.296099
20.200000,pinza_base_link_joint,-0.000055,-0.000002,0.000138
20.200000,pinza_d_link_joint,0.000025,0.000000,-0.042237
20.200000,pinza_i_link_joint,0.000023,-0.000000,0.046722
20.200000,w1_link_joint,-0.000000,-0.000000,0.278911
20.200000,w2_link_joint,-0.000000,0.000000,-2.306764
20.200000,w3_link_joint,-0.000000,-0.000000,-0.000000
20.200000,w4_link_joint,0.000000,-0.000000,-0.000000
20.200000,w5_link_joint,0.000000,0.000000,-3.020316
20.200000,w6_link_joint,-0.000000,-0.000000,-0.000000
20.250000,brazo1_link_joint,-2.555000,-0.100000,1.492353
20.250000,brazo2_link_joint,0.000055,0.000002,0.624203
20.250000,paloquebaja_link_joint,-0.014209,0.002467,39.296099
20.250000,pinza_base_link_joint,-0.000055,-0.000002,0.000139
20.250000,pinza_d_link_joint,0.000025,0.000000,-0.042329
20.250000,pinza_i_link_joint,0.000023,-0.000000,0.046814
20.250000,w1_link_joint,-0.000000,-0.000000,0.278492
20.250000,w2_link_joint,-0.000000,0.000000,-2.307437
20.250000,w3_link_joint,-0.000000,-0.000000,-0.000000
20.250000,w4_link_joint,0.000000,-0.000000,-0.000000
20.250000,w5_link_joint,0.000000,0.000000,-3.019459
20.250000,w6_link_joint,-0.000000,-0.000000,-0.000000
20.300000,brazo1_link_joint,-2.560000,-0.100000,1.495400
20.300000,brazo2_link_joint,0.000055,0.000002,0.625478
20.300000,paloquebaja_link_joint,-0.014085,0.002467,39.296099
20.300000,pinza_base_link_joint,-0.000055,-0.000002,0.000140
20.300000,pinza_d_link_joint,0.000025,0.000000,-0.042420
20.300000,pinza_i_link_joint,0.000023,-0.000000,0.046905
20.300000,w1_link_joint,-0.000000,-0.000000,0.278078
20.300000,w2_link_joint,-0.000000,0.000000,-2.308112
20.300000,w3_link_joint,-0.000000,-0.000000,-0.000000
20.300000,w4_link_joint,0.000000,0.000000,-0.000000
20.300000,w5_link_joint,0.000000,0.000000,-3.018604
20.300000,w6_link_joint,-0.000000,-0.000000,-0.000000
20.350000,brazo1_link_joint,-2.565000,-0.100000,1.498410
20.350000,brazo2_link_joint,0.000055,0.000002,0.626737
20.350000,paloquebaja_link_joint,-0.013962,0.002467,39.296099
20.350000,pinza_base_link_joint,-0.000055,-0.000002,0.000141
20.350000,pinza_d_link_joint,0.000025,0.000000,-0.042510
20.350000,pinza_i_link_joint,0.000023,-0.000000,0.046995
20.350000,w1_link_joint,-0.000000,-0.000000,0.277668
20.350000,w2_link_joint,-0.000000,0.000000,-2.308789
20.350000,w3_link_joint,-0.000000,-0.000000,-0.000000
20.350000,w4_link_joint,0.000000,-0.000000,-0.000000
20.350000,w5_link_joint,0.000000,0.000000,-3.017751
20.350000,w6_link_joint,-0.000000,-0.000000,-0.000000
20.400000,brazo1_link_joint,-2.570000,-0.100000,1.501383
20.400000,brazo2_link_joint,0.000055,0.000002,0.627981
20.400000,paloquebaja_link_joint,-0.013839,0.002467,39.296099
20.400000,pinza_base_link_joint,-0.000055,-0.000002,0.000142
20.400000,pinza_d_link_joint,0.000025,0.000000,-0.042598
20.400000,pinza_i_link_joint,0.000023,-0.000000,0.047084
20.400000,w1_link_joint,-0.000000,-0.000000,0.277264
20.400000,w2_link_joint,-0.000000,0.000000,-2.309466
20.400000,w3_link_joint,-0.000000,-0.000000,-0.000000
20.400000,w4_link_joint,0.000000,0.000000,-0.000000
20.400000,w5_link_joint,0.000000,0.000000,-3.016900
20.400000,w6_link_joint,-0.000000,0.000000,-0.000000
20.450000,brazo1_link_joint,-2.575000,-0.100000,1.504318
20.450000,brazo2_link_joint,0.000056,0.000002,0.629209
20.450000,paloquebaja_link_joint,-0.013715,0.002467,39.296099
20.450000,pinza_base_link_joint,-0.000055,-0.000002,0.000143
20.450000,pinza_d_link_joint,0.000025,0.000000,-0.042686
20.450000,pinza_i_link_joint,0.000023,-0.000000,0.047171
20.450000,w1_link_joint,-0.000000,-0.000000,0.276864
20.450000,w2_link_joint,-0.000000,0.000000,-2.310145
20.450000,w3_link_joint,-0.000000,0.000000,-0.000000
20.450000,w4_link_joint,0.000000,0.000000,-0.000000
20.450000,w5_link_joint,0.000000,0.000000,-3.016051
20.450000,w6_link_joint,-0.000000,0.000000,-0.000000
20.500000,brazo1_link_joint,-2.580000,-0.100000,1.507215
20.500000,brazo2_link_joint,0.000056,0.000002,0.630422
20.500000,paloquebaja_link_joint,-0.013592,0.002467,39.296099
20.500000,pinza_base_link_joint,-0.000055,-0.000002,0.000144
20.500000,pinza_d_link_joint,0.000025,0.000000,-0.042772
20.500000,pinza_i_link_joint,0.000023,-0.000000,0.047258
20.500000,w1_link_joint,-0.000000,-0.000000,0.276470
20.500000,w2_link_joint,-0.000000,0.000000,-2.310824
20.500000,w3_link_joint,-0.000000,-0.000000,-0.000000
20.500000,w4_link_joint,0.000000,-0.000000,-0.000000
20.500000,w5_link_joint,0.000000,0.000000,-3.015203
20.500000,w6_link_joint,-0.000000,-0.000000,-0.000000
20.550000,brazo1_link_joint,-2.585000,-0.100000,1.510075
20.550000,brazo2_link_joint,0.000056,0.000002,0.631619
20.550000,paloquebaja_link_joint,-0.013469,0.002467,39.296099
20.550000,pinza_base_link_joint,-0.000056,-0.000002,0.000145
20.550000,pinza_d_link_joint,0.000025,0.000000,-0.042858
20.550000,pinza_i_link_joint,0.000023,-0.000000,0.047343
20.550000,w1_link_joint,-0.000000,-0.000000,0.276080
20.550000,w2_link_joint,-0.000000,0.000000,-2.311505
20.550000,w3_link_joint,-0.000000,0.000000,-0.000000
20.550000,w4_link_joint,0.000000,0.000000,-0.000000
20.550000,w5_link_joint,0.000000,0.000000,-3.014358
20.550000,w6_link_joint,-0.000000,0.000000,-0.000000
20.600000,brazo1_link_joint,-2.590000,-0.100000,1.512897
