time,linear_x,angular_z
9.368564,0.665500,0.000000
9.369150,0.665500,0.000000
9.369754,0.665500,0.000000
9.370434,0.665500,0.000000
9.371036,0.665500,0.000000
9.382567,0.000000,0.000000
9.398650,0.000000,0.000000
9.401573,0.000000,0.000000
9.404624,0.000000,0.000000
9.407645,0.000000,0.000000
9.410864,0.000000,0.000000
9.414107,0.000000,0.000000
9.424054,0.000000,0.000000
9.424708,0.000000,0.000000
9.425288,0.000000,0.000000
9.425860,0.000000,0.000000
9.426611,0.000000,0.000000
9.427180,0.000000,0.000000
9.427716,0.000000,0.000000
9.428349,0.000000,0.000000
9.429002,0.000000,0.000000
9.436106,2.779959,0.000000
9.446098,2.779959,0.000000
9.446651,2.779959,0.000000
9.447251,2.779959,0.000000
9.447845,2.779959,0.000000
9.448447,2.779959,0.000000
9.449069,2.779959,0.000000
9.449654,2.779959,0.000000
9.450272,2.779959,0.000000
9.450858,2.779959,0.000000
9.451495,2.779959,0.000000
9.452103,2.779959,0.000000
9.452638,2.779959,0.000000
9.453239,2.779959,0.000000
9.453873,2.779959,0.000000
9.454448,2.779959,0.000000
9.455047,2.779959,0.000000
9.455645,2.779959,0.000000
9.456289,2.779959,0.000000
9.456901,2.779959,0.000000
9.457515,2.779959,0.000000
9.458081,2.779959,0.000000
9.458689,2.779959,0.000000
9.474932,2.779959,0.000000
9.484942,2.779959,0.000000
9.485621,2.779959,0.000000
9.486115,2.779959,0.000000
9.486732,2.779959,0.000000
9.487330,2.779959,0.000000
9.487995,2.779959,0.000000
9.488633,2.779959,0.000000
9.489171,2.779959,0.000000
9.489728,2.779959,0.000000
9.490353,2.779959,0.000000
9.516421,0.000000,0.000000
