time,linear_x,angular_z
9.273631,0.500000,0.000000
9.274234,0.500000,0.000000
9.274829,0.500000,0.000000
9.275414,0.500000,0.000000
9.276105,0.500000,0.000000
9.276627,0.500000,0.000000
9.277270,0.500000,0.000000
9.277826,0.500000,0.000000
9.278499,0.500000,0.000000
9.279116,0.500000,0.000000
9.279632,0.500000,0.000000
9.280228,0.500000,0.000000
9.280829,0.500000,0.000000
9.281429,0.500000,0.000000
9.281991,0.500000,0.000000
9.282636,0.500000,0.000000
9.283250,0.500000,0.000000
9.283844,0.500000,0.000000
9.284489,0.500000,0.000000
9.285097,0.500000,0.000000
9.285637,0.500000,0.000000
9.286239,0.500000,0.000000
9.286835,0.500000,0.000000
9.287449,0.500000,0.000000
9.288027,0.500000,0.000000
9.288656,0.500000,0.000000
9.289244,0.500000,0.000000
9.289818,0.500000,0.000000
9.290454,0.500000,0.000000
9.291105,0.500000,0.000000
9.291635,0.500000,0.000000
9.292298,0.500000,0.000000
9.292831,0.500000,0.000000
9.293424,0.500000,0.000000
9.294024,0.500000,0.000000
9.294631,0.500000,0.000000
9.295240,0.500000,0.000000
9.295821,0.500000,0.000000
9.296496,0.500000,0.000000
9.297112,0.500000,0.000000
9.297623,0.500000,0.000000
9.298272,0.500000,0.000000
9.298837,0.500000,0.000000
9.299424,0.500000,0.000000
9.300047,0.500000,0.000000
9.300639,0.500000,0.000000
9.301240,0.500000,0.000000
9.301837,0.500000,0.000000
9.302509,0.500000,0.000000
9.303105,0.500000,0.000000
9.303636,0.500000,0.000000
9.304236,0.500000,0.000000
9.304831,0.500000,0.000000
9.305499,0.500000,0.000000
9.306067,0.500000,0.000000
9.306619,0.500000,0.000000
9.307237,0.500000,0.000000
9.307833,0.500000,0.000000
9.308415,0.500000,0.000000
9.309075,0.500000,0.000000
9.309642,0.500000,0.000000
9.310251,0.500000,0.000000
9.310851,0.500000,0.000000
9.311491,0.500000,0.000000
9.312059,0.500000,0.000000
9.312619,0.500000,0.000000
9.313238,0.500000,0.000000
9.313833,0.500000,0.000000
9.314431,0.500000,0.000000
9.314991,0.500000,0.000000
9.315623,0.500000,0.000000
9.316230,0.500000,0.000000
9.316826,0.500000,0.000000
9.317468,0.500000,0.000000
9.318121,0.500000,0.000000
9.318618,0.500000,0.000000
9.319221,0.500000,0.000000
9.319835,0.500000,0.000000
9.330587,0.550000,0.000000
9.334363,0.605000,0.000000
9.337315,0.665500,0.000000
9.342359,0.665500,0.000000
9.352435,0.665500,0.000000
9.353044,0.665500,0.000000
9.353642,0.665500,0.000000
9.354165,0.665500,0.000000
9.354763,0.665500,0.000000
9.355360,0.665500,0.000000
9.356020,0.665500,0.000000
9.356634,0.665500,0.000000
9.357187,0.665500,0.000000
9.357758,0.665500,0.000000
9.358457,0.665500,0.000000
9.359047,0.665500,0.000000
9.359639,0.665500,0.000000
9.360204,0.665500,0.000000
9.360759,0.665500,0.000000
9.361358,0.665500,0.000000
9.361956,0.665500,0.000000
9.362635,0.665500,0.000000
9.363191,0.665500,0.000000
9.363761,0.665500,0.000000
9.364436,0.665500,0.000000
9.365057,0.665500,0.000000
9.365633,0.665500,0.000000
9.366204,0.665500,0.000000
9.366770,0.665500,0.000000
9.367365,0.665500,0.000000
9.367960,0.665500,0.000000
